variable_id,description,pct_nonnegative
n_food3,Eats food from father's COB,1.0801
n_food4,Eats food from maternal grandmother's COB,1.9983
n_food5,Eats food from maternal grandfather's COB,0.2333
n_food6,Eats food from paternal grandmother's COB,0.2367
n_food7,Eats food from paternal grandfather's COB,0.2023
n_servuse1,Service use in last 12 months: Your local doctor,17.7887
n_servuse3,Service use in last 12 months: Social care services,17.7887
n_servuse4,Service use in last 12 months: A council housing department or housing associati,17.7887
n_servuse5,Service use in last 12 months: Police service,17.7887
n_servuse6,"Service use in last 12 months: Local leisure services, such as swimming pool, te",17.7887
n_servuse7,Service use in last 12 months: Adult education classes,17.7887
n_servuse8,Service use in last 12 months: A public library,17.7887
n_servuse9,Service use in last 12 months: A job centre,17.7887
n_servuse10,Service use in last 12 months: Advice services such as those relating to benefit,17.7887
n_servuse96,Service use in last 12 months: SPONTANEOUS: None of the above,17.7887
n_cancertyp1,Bowel/colorectal,0.2402
n_cancertyp2,Lung,0.2402
n_cancertyp3,Breast,0.2402
n_cancertyp4,Prostate,0.2402
n_cancertyp5,Liver,0.2402
n_cancertyp7,Other,0.2402
n_brainnervtyp1,Parkinson's disease,0.0981
n_brainnervtyp2,Motor Neurone disease,0.0981
n_brainnervtyp5,Cerebral palsy,0.0981
n_brainnervtyp6,Other,0.0981
n_gvupreas5,Family and friends want me to stop,7.3471
n_gvupreas6,Financial reasons (can't afford it),7.3471
n_gvupreas7,Worried about the effect on my children,7.3471
n_gvupreas8,Worried about the effect on other family members,7.3471
n_gvupreas9,Something else,7.3471
n_aidhua1,Resp. aids person number 1,7.2431
n_aidhua2,Resp. aids person number 2,7.2431
n_aidhua3,Resp. aids person number 3,7.2431
n_aidhua4,Resp. aids person number 4,7.2431
n_aidhua5,Resp. aids person number 5,7.2431
n_aidhua6,Resp. aids person number 6,7.2431
n_aidhua7,Resp. aids person number 7,7.2431
n_aidhua8,Resp. aids person number 8,7.2431
n_aidhua9,Resp. aids person number 9,7.2431
n_aidhua10,Resp. aids person number 10,7.2431
n_aidhua11,Resp. aids person number 11,7.2431
n_aidhua12,Resp. aids person number 12,7.2431
n_aidhua13,Resp. aids person number 13,7.2431
n_aidhua14,Resp. aids person number 14,7.2431
n_aidhua15,Resp. aids person number 15,7.2431
n_aidhua16,Resp. aids person number 16,7.2431
n_partpregfh,Partner pregnant,3.0758
n_pregduedffh,Pregnancy due day father,0.0874
n_pregduemffh,Pregnancy due month father,0.0874
n_pregdueyffh,Pregnancy due year father,0.0874
n_preg0fh,Currently pregnant,7.1157
n_pregduedmfh,Pregnancy due day mother,0.1692
n_pregduemmfh,Pregnancy due month mother,0.172
n_pregdueymfh,Pregnancy due year mother,0.172
n_reltopwcffh,Relationship to child's father,0.0338
n_pregftfh1,In vitro fertilisation treatment,0.0113
n_pregftfh3,Sperm donation,0.0113
n_pregftfh4,Egg donation,0.0113
n_pregftfh5,Artificial insemination,0.0113
n_pregftfh6,Other treatment,0.0113
n_pregftfh96,None of these,0.0113
n_movy11,Family related reasons,6.968
n_movy12,Education related reasons,6.968
n_movy13,Employer related reasons,6.968
n_movy14,Housing related reasons,6.968
n_movy15,Area related reasons,6.968
n_movy16,Or did you have to move for some other reason?,6.968
n_moveoth_code,moved for other reasons,1.2637
n_partpreg,Partner pregnant,8.5506
n_pregduedf,Pregnancy due day father,0.1945
n_pregduemf,Pregnancy due month father,0.1945
n_pregdueyf,Pregnancy due year father,0.0789
n_father,Fathered children since last interview,30.0159
n_nchild,Number of new children,1.0096
n_preg0,Currently pregnant,18.494
n_pregduedm,Pregnancy due day mother,0.358
n_pregduemm,Pregnancy due month mother,0.3609
n_pregdueym,Pregnancy due year mother,0.3158
n_reltopwcf,Relationship to child's father,0.0846
n_nnewborn,Number of newborns since last interview,89.2066
n_cancertypn1,Bowel/colorectal,1.6101
n_cancertypn2,Lung,1.6101
n_cancertypn3,Breast,1.6101
n_cancertypn4,Prostate,1.6101
n_cancertypn5,Liver,1.6101
n_cancertypn7,Other,1.6101
n_brainnervtypn1,Parkinson's disease,0.4486
n_brainnervtypn2,Motor Neurone disease,0.4486
n_brainnervtypn5,Cerebral palsy,0.4486
n_brainnervtypn6,Other,0.4486
n_qualnew1,New qualifications gained: Higher Degree,3.0911
n_qualnew35,New qualifications gained: PGCE,2.6841
n_qualnew36,"New qualifications gained: First degree level qualification (e.g. BA, BSc)",2.6841
n_qualnew37,New qualifications gained: Foundation degree,2.6841
n_qualnew3,New qualifications gained: Diploma in HE,3.0911
n_qualnew38,New qualifications gained: Teach qual sec/further ed (excl PGCE),2.6841
n_qualnew39,New qualifications gained: Teach qual prim ed (excl PGCE),2.6841
n_qualnew5,New qualifications gained: Nursing/other med qual,3.0911
n_qualnew6,New qualifications gained: Other higher degree,3.0911
n_qualnew40,New qualifications gained: Access to Higher Education (HE) Diploma,2.6841
n_qualnew7,New qualifications gained: A Level,3.0911
n_qualnew8,New qualifications gained: Welsh Baccalaureate,3.0911
n_qualnew9,New qualifications gained: Internt'l Baccalaureate,3.0911
n_qualnew10,New qualifications gained: AS Level,3.0911
n_qualnew41,New qualifications gained: Scottish Baccalaureate,2.6841
n_qualnew42,New qualifications gained: Advanced Higher,2.6841
n_qualnew13,New qualifications gained: GCSE,3.0911
n_qualnew15,New qualifications gained: Credit Standard Grade (National 5 / Intermediate 2),3.0911
n_qualnew32,New qualifications gained: General Standard Grade (National 4 / Intermediate 1),2.8687
n_qualnew33,New qualifications gained: Foundation Standard Grade (National 3 / Access 3),2.8687
n_qualnew16,New qualifications gained: Other school cert,3.0911
n_qualnew17,New qualifications gained: Youth training cert,3.0911
n_qualnew18,New qualifications gained: Key Skills,3.0911
n_qualnew19,New qualifications gained: Basic skills,3.0911
n_qualnew20,New qualifications gained: Entry lvl qual (Wales),3.0911
n_qualnew21,New qualifications gained: Modern apprenticeship,3.0911
n_qualnew22,New qualifications gained: RSA/OCR/Cleri/comm qual,3.0911
n_qualnew23,New qualifications gained: City and Guilds Cert,3.0911
n_qualnew24,New qualifications gained: GNVQ/GSVQ,3.0911
n_qualnew43,New qualifications gained: NVQ/SVQ,2.6841
n_qualnew27,New qualifications gained: HNC/HND,3.0911
n_qualnew28,New qualifications gained: ONC/OND,3.0911
n_qualnew29,New qualifications gained: BTEC/BEC/TEC/EdExcel/LQL,3.0911
n_qualnew30,New qualifications gained: SCOTVEC/SCOTEC/SCOTBEC,3.0911
n_qualnew31,New qualifications gained: Other voc/tech/prof qual,3.0911
n_napprent1,New apprenticeship level (obtained since last interview): Intermediate/Level 2/F,0.0044
n_napprent2,New apprenticeship level (obtained since last interview): Advanced/Level 3/Advan,0.0044
n_napprent3,New apprenticeship level (obtained since last interview): Higher/Level 4 or 5,0.0044
n_napprent4,Degree/Level 6,0.0032
n_napprent5,Degree/Level 7,0.0032
n_nrsaocr1,New RSA/OCR level (obtained since last interview): RSA certificate (including St,0.0031
n_nrsaocr2,New RSA/OCR level (obtained since last interview): Diploma / OCR Level 2,0.0031
n_nrsaocr3,New RSA/OCR level (obtained since last interview): Advanced diploma or advanced,0.0031
n_nrsaocr4,New RSA/OCR level (obtained since last interview): Higher diploma / OCR Level 4,0.0031
n_ncitygld1,New City and Guilds level (obtained since last interview): Part 1 / Foundation,0.0469
n_ncitygld2,New City and Guilds level (obtained since last interview): Part 2 / Craft / Inte,0.0469
n_ncitygld3,New City and Guilds level (obtained since last interview): Part 3 / Advanced Cra,0.0469
n_ncitygld4,New City and Guilds level (obtained since last interview): Part 4 / Career Exten,0.0469
n_ngnsvq1,New GNVQ/GSVQ level (obtained since last interview): Foundation,0.0057
